CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
EMP JumpRope,대구광역시,대구광역시       수성구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.8584,128.6305
EMP줄넘기,대구광역시,대구광역시       수성구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8584,128.6305
EMP줄넘기,대구광역시,대구광역시       ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.8713,128.6018
ENT,충청북도,충청북도 청주시      서원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.6374,127.4698
ENTHES,서울특별시,서울특별시       성북구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.59,127.0165
EPIC,경기도,경기도 수원시      팔달구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.274994050000004,127.01614184294945
ES Team (이화요트),서울특별시,서울특별시       성동구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5635,127.0365
ESSAY,경기도,경기도 고양시      일산서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6779933,126.7453605
EXIT퍼스널트레이닝,대구광역시,대구광역시       수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8584,128.6305
EYB,충청남도,충청남도 당진시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.8904083,126.6461833
EZ 펜싱클럽,서울특별시,서울특별시       강북구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.6395,127.0255
F-1,대구광역시,대구광역시       달서구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8297006,128.533094
FAV,서울특별시,서울특별시       동작구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5120999,126.9395
FC리틀슛,부산광역시,부산광역시      ,축구,체육동호인조직,16세이하부,혼성,35.1799528,129.0752365
FC증산,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,35.2382,128.6925
FELLAS(펠라스),전라북도,전라북도 전주시       완산구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.8122,127.1197
FIERCE(피어스),경기도,경기도 부천시      ,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.5014422,126.7660139
FLARE,대전광역시,대전광역시       서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.298311,127.3520156
FLOW,경상북도,경상북도 구미시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.1195513,128.3444692
FM독스,경기도,경기도 김포시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6155683,126.7157798
FM팀,서울특별시,서울특별시       강동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.53,127.1237
FORME,전라남도,전라남도 목포시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,34.7903335,126.3847547
FRC(FamilyRacingClub),경기도,경기도 김포시      ,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6155683,126.7157798
Fellow,서울특별시,서울특별시       종로구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5806949,126.9827989
Figure Team Kim Skating Club,경상북도,경상북도 포항시      북구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.0434851,129.3686129
Figure_HB,경기도,경기도 남양주시      ,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6359398,127.2165051
First One,전라북도,전라북도 전주시      덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8294,127.1342
Fitness991,서울특별시,서울특별시       강남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5177,127.0473
Flyers,서울특별시,서울특별시       영등포구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5262,126.8959
Fun Fun Dance(일반부),경기도,경기도 안산시      상록구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3007,126.8465
G.U.R.A,경기도,경기도 성남시      수정구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4503386,127.1462933
G.Y마스터즈,전라남도,전라남도 광양시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,34.9406452,127.6959512
GBA,경기도,경기도 김포시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6155683,126.7157798
GCSC,경상북도,경상북도 김천시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.1398035,128.1139534
GDC,광주광역시,광주광역시       남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.1327,126.9025
GENT,경기도,경기도 오산시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.1499376,127.0774625
GG Clay,경기도,경기도 화성시      ,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.1994653,126.8312632
GLORY,제주특별자치도,제주특별자치도 제주시      ,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33.4930566,126.5130589
GMA합기도클럽,경기도,경기도 평택시      ,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.9924966,127.1127168
GMC,경기도,경기도 광명시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4810539,126.8631275
GMK 지니어스,서울특별시,서울특별시       강동구,야구소프트볼(야구),체육동호인조직,실업(일반),혼성,37.53,127.1237
GM수영클럽 (광주마스터즈수영클럽/GMSC),광주광역시,광주광역시       북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1741,126.9122
GM수영클럽NBU,광주광역시,광주광역시       북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1741,126.9122
GPG,경기도,경기도 김포시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6155683,126.7157798
GPG,경기도,경기도 고양시       일산서구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.6779933,126.7453605
GP유도멀티짐소하,경기도,경기도 광명시      ,유도,체육동호인조직,"13세이하부,16세이하부,19세이하부,실업(일반)",혼성,37.4810539,126.8631275
GS&PIN,서울특별시,서울특별시       관악구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4782,126.9518
GSA스키팀,경기도,경기도 이천시      ,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.2808823,127.4429132
GSC이현,서울특별시,서울특별시       송파구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5145,127.1058
GTC,경기도,경기도 김포시      ,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.6155683,126.7157798
GTO,서울특별시,서울특별시       은평구,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6024,126.9293
GTS,서울특별시,서울특별시       영등포구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5262,126.8959
GUNNERS,울산광역시,울산광역시       북구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.5826,129.3604
GVT(광진),서울특별시,서울특별시       광진구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5384,127.0828
GYMSAQUA,경상남도,경상남도 창원시      성산구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1983,128.7027
Ghost,광주광역시,광주광역시       북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1741,126.9122
Goyang Gym Diving Club,경기도,경기도 고양시      ,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.6581862,126.8319452
Green_univ,경상북도,경상북도 안동시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.5634886,128.7260798
Guerilla,대구광역시,대구광역시       수성구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8584,128.6305
H.J 클럽,충청북도,충청북도 충주시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.9907334,127.9259891
HD.CLUB,광주광역시,광주광역시       서구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1521401,126.8900561
HIEL,인천광역시,인천광역시       부평구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
HJR줄넘기,경기도,경기도 남양주시      ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.6359398,127.2165051
HJR줄넘기,경기도,경기도 남양주시      ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.6359398,127.2165051
HLEC,서울특별시,서울특별시       광진구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5384,127.0828
HQ JUMPROPE TEAM,경기도,경기도 광주시      ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4290844,127.255189
HSU,충청남도,충청남도 홍성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.6010501,126.6611667
HTH  수영 클럽,경기도,경기도 수원시      장안구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.3037639,127.0105254
HVC 배구 클럽,경상북도,경상북도 구미시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.1195513,128.3444692
HWS,충청북도,충청북도 청주시       서원구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.6374,127.4698
